name,primaryMuscles,secondaryMuscles,equipment,mechanic,force,movement_pattern,difficulty_level,category,skill_level,fatigue_score,stimulus_score,sfr_ratio,axial_load,recovery_time_hours,order_priority,gifUrl,goal_Strength,goal_Muscle,goal_WeightLoss,goal_Endurance,goal_General,Strength_min_reps,Strength_max_reps,Strength_rest_seconds,Strength_sets,Muscle_min_reps,Muscle_max_reps,Muscle_rest_seconds,Muscle_sets,WeightLoss_min_reps,WeightLoss_max_reps,WeightLoss_rest_seconds,WeightLoss_sets,Endurance_min_reps,Endurance_max_reps,Endurance_rest_seconds,Endurance_sets,General_min_reps,General_max_reps,General_rest_seconds,General_sets,contraindications,instructions
Band Hip Adductions,adductors,,band,isolation,pull,other,2,strength,beginner,1,5,5.0,1,24,5,,5,9,7,8,7,6,10,120,3,10,15,60,3,15,25,30,3,20,30,20,2,10,15,60,3,,"Anchor a band around a solid post or other object. | Stand with your left side to the post, and put your right foot through the band, getting it around the ankle. | Stand up straight and hold onto the post if needed. This will be your starting position. | Keeping the knee straight, raise your right legs out to the side as far as you can. | Return to the starting position and repeat for the desired rep count. | Switch sides."
Band Pull Apart,shoulders,middle back|traps,band,isolation,pull,other,2,strength,beginner,1,5,5.0,1,24,5,,5,9,7,8,7,6,10,120,3,10,15,60,3,15,25,30,3,20,30,20,2,10,15,60,3,,"Begin with your arms extended straight out in front of you, holding the band with both hands. | Initiate the movement by performing a reverse fly motion, moving your hands out laterally to your sides. | Keep your elbows extended as you perform the movement, bringing the band to your chest. Ensure that you keep your shoulders back during the exercise. | Pause as you complete the movement, returning to the starting position under control."
Band Skull Crusher,triceps,,band,isolation,push,elbow_extension,2,strength,beginner,1,6,6.0,0,24,5,,5,9,7,8,7,6,10,120,3,10,15,60,3,15,25,30,3,20,30,20,2,10,15,60,3,elbow_tendinitis|tennis_elbow|tricep_tendinitis,"Secure a band to the base of a rack or the bench. Lay on the bench so that the band is lined up with your head. | Take hold of the band, raising your elbows so that the upper arm is perpendicular to the floor. With the elbow flexed, the band should be above your head. This will be your starting position. | Extend through the elbow to straighten your arm, keeping your upper arm in place. Pause at the top of the motion, and return to the starting position."
Bar Hang,forearms,,body only,compound,,other,3,strength,intermediate,4,5,1.25,2,36,2,,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3,,"Find a sturdy horizontal bar that can support your body weight. | Stand facing the bar and reach up to grab it with both hands, palms facing away from your body. | Jump or step up to lift your feet off the ground and hang from the bar with your arms fully extended. | Engage your shoulder blades and core muscles to maintain a stable position. | Hold the position for a desired amount of time. | To release, slowly lower your body down and step or jump off the bar."
Barbell Ab Rollout,abdominals,lower back|shoulders,barbell,compound,pull,core_flexion,3,strength,intermediate,5,6,1.2,2,24,2,,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3,diastasis_recti|disc_herniation|lower_back_injury,"For this exercise you will need to get into a pushup position, but instead of having your hands of the floor, you will be grabbing on to an Olympic barbell (loaded with 5-10 lbs on each side) instead. This will be your starting position. | While keeping a slight arch on your back, lift your hips and roll the barbell towards your feet as you exhale. Tip: As you perform the movement, your glutes should be coming up, you should be keeping the abs tight and should maintain your back posture at all times. Also your arms should be staying perpendicular to the floor throughout the movement. If you don't, you will work out your shoulders and back more than the abs. | After a second contraction at the top, start to roll the barbell back forward to the starting position slowly as you inhale. | Repeat for the recommended amount of repetitions."
Barbell Ab Rollout - On Knees,abdominals,lower back|shoulders,barbell,compound,pull,core_flexion,5,strength,advanced,5,6,1.2,2,36,2,,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3,diastasis_recti|disc_herniation|lower_back_injury,"Hold an Olympic barbell loaded with 5-10lbs on each side and kneel on the floor. | Now place the barbell on the floor in front of you so that you are on all your hands and knees (as in a kneeling push up position). This will be your starting position. | Slowly roll the barbell straight forward, stretching your body into a straight position. Tip: Go down as far as you can without touching the floor with your body. Breathe in during this portion of the movement. | After a second pause at the stretched position, start pulling yourself back to the starting position as you breathe out. Tip: Go slowly and keep your abs tight at all times."
Barbell Bench Press - Medium Grip,chest,shoulders|triceps,barbell,compound,push,horizontal_push,2,strength,beginner,8,9,1.12,3,36,2,,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3,pec_tear|rotator_cuff_tear|shoulder_impingement,"Lie back on a flat bench. Using a medium width grip (a grip that creates a 90-degree angle in the middle of the movement between the forearms and the upper arms), lift the bar from the rack and hold it straight over you with your arms locked. This will be your starting position. | From the starting position, breathe in and begin coming down slowly until the bar touches your middle chest. | After a brief pause, push the bar back to the starting position as you breathe out. Focus on pushing the bar using your chest muscles. Lock your arms and squeeze your chest in the contracted position at the top of the motion, hold for a second and then start coming down slowly again. Tip: Ideally, lowering the weight should take about twice as long as raising it. | Repeat the movement for the prescribed amount of repetitions. | When you are done, place the bar back in the rack."
Barbell Curl,biceps,forearms,barbell,isolation,pull,elbow_flexion,2,strength,beginner,3,6,2.0,1,24,5,https://static.exercisedb.dev/media/25GPyDY.gif,5,9,7,8,7,6,10,120,3,10,15,60,3,15,25,30,3,20,30,20,2,10,15,60,3,bicep_tendinitis|elbow_tendinitis|golfers_elbow,"Stand up with your torso upright while holding a barbell at a shoulder-width grip. The palm of your hands should be facing forward and the elbows should be close to the torso. This will be your starting position. | While holding the upper arms stationary, curl the weights forward while contracting the biceps as you breathe out. Tip: Only the forearms should move. | Continue the movement until your biceps are fully contracted and the bar is at shoulder level. Hold the contracted position for a second and squeeze the biceps hard. | Slowly begin to bring the bar back to starting position as your breathe in. | Repeat for the recommended amount of repetitions."
Barbell Curls Lying Against An Incline,biceps,,barbell,isolation,pull,elbow_flexion,2,strength,beginner,3,6,2.0,0,24,5,,5,9,7,8,7,6,10,120,3,10,15,60,3,15,25,30,3,20,30,20,2,10,15,60,3,bicep_tendinitis|elbow_tendinitis|golfers_elbow,"Lie against an incline bench, with your arms holding a barbell and hanging down in a horizontal line. This will be your starting position. | While keeping the upper arms stationary, curl the weight up as high as you can while squeezing the biceps. Breathe out as you perform this portion of the movement. Tip: Only the forearms should move. Do not swing the arms. | After a second contraction, slowly go back to the starting position as you inhale. Tip: Make sure that you go all of the way down. | Repeat for the recommended amount of repetitions."
Barbell Deadlift,lower back,calves|forearms|glutes|hamstrings|lats|middle back|quadriceps|traps,barbell,compound,pull,hip_hinge,3,strength,intermediate,10,10,1.0,10,72,2,https://static.exercisedb.dev/media/ila4NZS.gif,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3,disc_herniation|lower_back_injury|sciatica,"Stand in front of a loaded barbell. | While keeping the back as straight as possible, bend your knees, bend forward and grasp the bar using a medium (shoulder width) overhand grip. This will be the starting position of the exercise. Tip: If it is difficult to hold on to the bar with this grip, alternate your grip or use wrist straps. | While holding the bar, start the lift by pushing with your legs while simultaneously getting your torso to the upright position as you breathe out. In the upright position, stick your chest out and contract the back by bringing the shoulder blades back. Think of how the soldiers in the military look when they are in standing in attention. | Go back to the starting position by bending at the knees while simultaneously leaning the torso forward at the waist while keeping the back straight. When the weights on the bar touch the floor you are back at the starting position and ready to perform another repetition. | Perform the amount of repetitions prescribed in the program."
Barbell Full Squat,quadriceps,calves|glutes|hamstrings|lower back,barbell,compound,push,squat,3,strength,intermediate,10,10,1.0,9,72,2,https://static.exercisedb.dev/media/qXTaZnJ.gif,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3,hip_impingement|knee_injury|lower_back_injury,"This exercise is best performed inside a squat rack for safety purposes. To begin, first set the bar on a rack just above shoulder level. Once the correct height is chosen and the bar is loaded, step under the bar and place the back of your shoulders (slightly below the neck) across it. | Hold on to the bar using both arms at each side and lift it off the rack by first pushing with your legs and at the same time straightening your torso. | Step away from the rack and position your legs using a shoulder-width medium stance with the toes slightly pointed out. Keep your head up at all times and maintain a straight back. This will be your starting position. | Begin to slowly lower the bar by bending the knees and sitting back with your hips as you maintain a straight posture with the head up. Continue down until your hamstrings are on your calves. Inhale as you perform this portion of the movement. | Begin to raise the bar as you exhale by pushing the floor with the heel or middle of your foot as you straighten the legs and extend the hips to go back to the starting position. | Repeat for the recommended amount of repetitions."
Barbell Glute Bridge,glutes,calves|hamstrings,barbell,compound,push,hip_hinge,3,powerlifting,intermediate,10,10,1.0,10,72,2,https://static.exercisedb.dev/media/qKBpF7I.gif,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3,disc_herniation|lower_back_injury|sciatica,"Begin seated on the ground with a loaded barbell over your legs. Using a fat bar or having a pad on the bar can greatly reduce the discomfort caused by this exercise. Roll the bar so that it is directly above your hips, and lay down flat on the floor. | Begin the movement by driving through with your heels, extending your hips vertically through the bar. Your weight should be supported by your upper back and the heels of your feet. | Extend as far as possible, then reverse the motion to return to the starting position."
Barbell Guillotine Bench Press,chest,shoulders|triceps,barbell,compound,push,horizontal_push,3,strength,intermediate,8,9,1.12,3,48,2,https://static.exercisedb.dev/media/GXoaSgn.gif,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3,pec_tear|rotator_cuff_tear|shoulder_impingement,"Using a medium width grip (a grip that creates a 90-degree angle in the middle of the movement between the forearms and the upper arms), lift the bar from the rack and hold it straight over your neck with your arms locked. This will be your starting position. | As you breathe in, bring the bar down slowly until it is about 1 inch from your neck. | After a second pause, bring the bar back to the starting position as you breathe out and push the bar using your chest muscles. Lock your arms and squeeze your chest in the contracted position, hold for a second and then start coming down slowly again. It should take at least twice as long to go down than to come up. | Repeat the movement for the prescribed amount of repetitions. | When you are done, place the bar back in the rack."
