name,targetMuscles,bodyParts,equipments,secondaryMuscles,instructions,movement_pattern,difficulty_level,exercise_type,recommended_rep_min,recommended_rep_max,rest_seconds,unilateral,metabolic_load_score
kettlebell alternating press,delts,shoulders,kettlebell,triceps|core,"Step:1 Stand with your feet shoulder-width apart, holding a kettlebell in each hand at shoulder height. Step:2 Press one kettlebell overhead, fully extending your arm. Step:3 Lower the kettlebell back to shoulder height. Step:4 Repeat with the other arm. Step:5 Continue alternating arms for the desired number of repetitions.",vertical_push,intermediate,compound,7,11,92,False,5
cable rope lying on floor tricep extension,triceps,upper arms,cable,shoulders,"Step:1 Attach a rope to a cable machine and set it to the lowest position. Step:2 Lie on the floor facing up, with your head towards the cable machine. Step:3 Hold the rope with both hands, palms facing each other, and extend your arms straight up towards the ceiling. Step:4 Keep your upper arms stationary and slowly lower the rope towards your forehead, bending your elbows. Step:5 Pause for a moment, then extend your arms back up to the starting position. Step:6 Repeat for the desired number of repetitions.",isolation,intermediate,isolation,12,14,48,False,4
bottoms-up,abs,waist,body weight,obliques|hip flexors,"Step:1 Lie flat on your back with your legs extended and your arms by your sides. Step:2 Bend your knees and bring them towards your chest, keeping your feet off the ground. Step:3 Engaging your abs, lift your hips off the ground, bringing your knees towards your head. Step:4 Pause for a moment at the top, then slowly lower your hips back down to the starting position. Step:5 Repeat for the desired number of repetitions.",general,intermediate,compound,6,11,112,False,6
band step-up,glutes,upper legs,band,quadriceps|hamstrings|calves,"Step:1 Place a band around your thighs, just above your knees. Step:2 Stand facing a step or platform with your feet hip-width apart. Step:3 Step up onto the platform with your right foot, pushing through your heel. Step:4 Extend your left leg behind you, keeping it straight. Step:5 Lower your left foot back down to the ground. Step:6 Repeat with your left foot stepping up onto the platform. Step:7 Continue alternating legs for the desired number of repetitions.",general,intermediate,compound,7,10,109,False,5
cable alternate triceps extension,triceps,upper arms,cable,shoulders,"Step:1 Stand facing the cable machine with your feet shoulder-width apart. Step:2 Hold the cable handle with your right hand and bring your arm up so that your upper arm is parallel to the ground and your elbow is bent at a 90-degree angle. Step:3 Keep your upper arm stationary and extend your forearm backward, fully straightening your arm. Step:4 Pause for a moment, then slowly return to the starting position. Step:5 Repeat with your left arm. Step:6 Continue alternating arms for the desired number of repetitions.",isolation,intermediate,isolation,10,15,57,False,6
dumbbell one arm decline chest press,pectorals,chest,dumbbell,triceps|shoulders,"Step:1 Lie on a decline bench with a dumbbell in one hand, resting on your chest. Step:2 Place your feet flat on the ground and keep your back pressed against the bench. Step:3 Extend your arm and push the dumbbell up towards the ceiling, fully extending your elbow. Step:4 Pause for a moment at the top, then slowly lower the dumbbell back down to the starting position. Step:5 Repeat for the desired number of repetitions, then switch to the other arm.",vertical_push,intermediate,compound,8,12,117,False,3
cable rope high pulley overhead tricep extension,triceps,upper arms,cable,shoulders,"Step:1 Attach a rope to a high pulley and adjust the weight accordingly. Step:2 Stand facing away from the pulley machine with your feet shoulder-width apart. Step:3 Grasp the rope with both hands, palms facing down, and bring your hands above your head. Step:4 Keep your upper arms close to your head and perpendicular to the floor. Step:5 Slowly lower the rope behind your head by bending your elbows. Step:6 Pause for a moment, then extend your arms back to the starting position. Step:7 Repeat for the desired number of repetitions.",vertical_pull,intermediate,isolation,12,14,70,False,6
barbell incline row,upper back,back,barbell,biceps|forearms,"Step:1 Set up an incline bench at a 45-degree angle. Step:2 Lie face down on the bench with your chest against the pad and your feet flat on the ground. Step:3 Grasp the barbell with an overhand grip, slightly wider than shoulder-width apart. Step:4 Keep your back straight and your core engaged. Step:5 Pull the barbell towards your chest, squeezing your shoulder blades together. Step:6 Pause for a moment at the top, then slowly lower the barbell back to the starting position. Step:7 Repeat for the desired number of repetitions.",horizontal_pull,advanced,compound,8,12,92,False,3
standing lateral stretch,lats,back,body weight,shoulders|obliques,"Step:1 Stand with your feet shoulder-width apart and your knees slightly bent. Step:2 Extend your arms straight out to the sides, parallel to the ground. Step:3 Slowly lean your upper body to one side, feeling a stretch in your side and lats. Step:4 Hold the stretch for 15-30 seconds. Step:5 Return to the starting position and repeat on the other side. Step:6 Repeat for the desired number of repetitions.",general,intermediate,compound,6,11,104,False,4
cable supine reverse fly,delts,shoulders,cable,trapezius|rhomboids,"Step:1 Attach a D-handle to a low pulley cable machine and lie face down on a flat bench. Step:2 Grasp the D-handle with each hand, palms facing down, and extend your arms straight out in front of you. Step:3 Keeping your arms straight, raise them out to the sides until they are parallel to the floor. Step:4 Pause for a moment at the top, then slowly lower your arms back down to the starting position. Step:5 Repeat for the desired number of repetitions.",general,intermediate,isolation,10,15,55,False,4
dumbbell single leg deadlift,glutes,upper legs,dumbbell,hamstrings|lower back,"Step:1 Stand with your feet hip-width apart, holding a dumbbell in your right hand. Step:2 Shift your weight onto your left leg and lift your right foot slightly off the ground. Step:3 Keeping your back straight, hinge forward at the hips and lower the dumbbell towards the ground. Step:4 At the same time, extend your right leg straight behind you, maintaining a slight bend in your left knee. Step:5 Lower the dumbbell until your torso and right leg are parallel to the ground. Step:6 Pause for a moment, then engage your glutes and hamstrings to return to the starting position. Step:7 Repeat for the desired number of repetitions, then switch sides.",hinge,intermediate,compound,8,12,106,False,3
dumbbell seated revers grip concentration curl,biceps,upper arms,dumbbell,forearms,"Step:1 Sit on a bench with your feet flat on the ground and hold a dumbbell in one hand, palm facing up. Step:2 Rest your elbow on the inside of your thigh, just above the knee. Step:3 Keeping your upper arm stationary, exhale and curl the dumbbell towards your shoulder. Step:4 Pause for a moment at the top, squeezing your biceps. Step:5 Inhale and slowly lower the dumbbell back to the starting position. Step:6 Repeat for the desired number of repetitions, then switch arms.",isolation,intermediate,isolation,11,14,49,False,3
barbell standing close grip curl,biceps,upper arms,barbell,forearms,"Step:1 Stand up straight with your feet shoulder-width apart and hold a barbell with an underhand grip, hands close together. Step:2 Keep your elbows close to your torso and your upper arms stationary throughout the movement. Step:3 Exhale as you curl the weights while contracting your biceps. Continue to raise the bar until your biceps are fully contracted and the bar is at shoulder level. Step:4 Hold the contracted position for a brief pause as you squeeze your biceps. Step:5 Inhale as you slowly begin to bring the barbell back to the starting position. Step:6 Repeat for the desired number of repetitions.",isolation,advanced,isolation,12,14,58,False,3
dumbbell incline one arm hammer press on exercise ball,triceps,upper arms,dumbbell,shoulders|chest,"Step:1 Sit on an exercise ball with a dumbbell in one hand. Step:2 Walk your feet forward and roll your body down until your head, neck, and upper back are supported on the ball. Step:3 Hold the dumbbell with your palm facing inward and your elbow bent at a 90-degree angle. Step:4 Press the dumbbell up towards the ceiling, straightening your arm. Step:5 Lower the dumbbell back down to the starting position. Step:6 Repeat for the desired number of repetitions, then switch arms.",vertical_push,intermediate,compound,8,11,96,False,3
