exerciseId,name,exerciseType,bodyParts,equipments,targetMuscles,secondaryMuscles,instructions,imageUrl,videoUrl
v2DfH14,Bodyweight Standing Close-Grip One Arm Row,STRENGTH,BACK,BODY WEIGHT,UPPER BACK,BICEPS|FOREARMS,"Step:1 Stand with your feet shoulder-width apart, knees slightly bent, and hold a dumbbell in one hand with a neutral grip.|Step:2 Bend forward at the hips, keeping your back straight and your core engaged.|Step:3 Pull the dumbbell up towards your chest, keeping your elbow close to your body and squeezing your shoulder blades together.|Step:4 Pause for a moment at the top, then slowly lower the dumbbell back down to the starting position.|Step:5 Repeat for the desired number of repetitions, then switch sides.",https://static.exercisedb.dev/media/v2DfH14.gif,
veXwo0D,Cable Floor Seated Wide-Grip Row,STRENGTH,BACK,CABLE,UPPER BACK,BICEPS|FOREARMS,"Step:1 Sit on the floor with your legs extended and your back straight.|Step:2 Attach a cable handle to a low pulley and position the cable machine behind you.|Step:3 Grasp the handle with a wide overhand grip, palms facing down.|Step:4 Lean back slightly, keeping your back straight and your chest lifted.|Step:5 Pull the handle towards your waist, squeezing your shoulder blades together.|Step:6 Pause for a moment at the top of the movement, then slowly release the handle back to the starting position.|Step:7 Repeat for the desired number of repetitions.",https://static.exercisedb.dev/media/veXwo0D.gif,
fUBheHs,Cable Seated Row,STRENGTH,BACK,CABLE,UPPER BACK,BICEPS|FOREARMS,"Step:1 Sit on the cable row machine with your feet flat on the footrests and your knees slightly bent.|Step:2 Grasp the handles with an overhand grip, keeping your back straight and your shoulders relaxed.|Step:3 Pull the handles towards your body, squeezing your shoulder blades together.|Step:4 Pause for a moment at the peak of the movement, then slowly release the handles back to the starting position.|Step:5 Repeat for the desired number of repetitions.",https://static.exercisedb.dev/media/fUBheHs.gif,
4f8RXP8,Cable Standing Row (V-Bar),STRENGTH,BACK,CABLE,UPPER BACK,BICEPS|SHOULDERS,"Step:1 Stand facing the cable machine with your feet shoulder-width apart.|Step:2 Grasp the v-bar attachment with an overhand grip, palms facing down.|Step:3 Keep your back straight and your core engaged.|Step:4 Pull the v-bar towards your body, squeezing your shoulder blades together.|Step:5 Pause for a moment at the peak of the movement, then slowly release the tension and return to the starting position.|Step:6 Repeat for the desired number of repetitions.",https://static.exercisedb.dev/media/4f8RXP8.gif,
vpp9Ku2,Cable Seated One Arm Alternate Row,STRENGTH,BACK,CABLE,UPPER BACK,BICEPS|FOREARMS,"Step:1 Sit on a bench facing a cable machine with your feet flat on the ground and knees slightly bent.|Step:2 Grasp the handle with one hand and keep your arm fully extended in front of you.|Step:3 Pull the handle towards your body, retracting your shoulder blade and keeping your elbow close to your side.|Step:4 Pause for a moment at the top of the movement, squeezing your back muscles.|Step:5 Slowly release the handle back to the starting position.|Step:6 Repeat with the other arm.|Step:7 Alternate between arms for the desired number of repetitions.",https://static.exercisedb.dev/media/vpp9Ku2.gif,
tig3PXb,Bodyweight Standing Close-Grip Row,STRENGTH,BACK,BODY WEIGHT,UPPER BACK,BICEPS|FOREARMS,"Step:1 Stand with your feet shoulder-width apart and knees slightly bent.|Step:2 Bend forward at the waist, keeping your back straight and your core engaged.|Step:3 Extend your arms straight in front of you, gripping the bar or handles with a close grip.|Step:4 Pull the bar or handles towards your body, squeezing your shoulder blades together.|Step:5 Pause for a moment at the top of the movement, then slowly release and return to the starting position.|Step:6 Repeat for the desired number of repetitions.",https://static.exercisedb.dev/media/tig3PXb.gif,
GaSzzuh,Back Lever,STRENGTH,BACK,BODY WEIGHT,UPPER BACK,BICEPS|FOREARMS|CORE,"Step:1 Start by hanging from a pull-up bar with an overhand grip, hands slightly wider than shoulder-width apart.|Step:2 Engage your core and pull your shoulder blades down and back.|Step:3 Bend your knees and tuck them towards your chest.|Step:4 Slowly lift your legs up, keeping them straight, until your body is parallel to the ground.|Step:5 Hold this position for a few seconds, then slowly lower your legs back down to the starting position.|Step:6 Repeat for the desired number of repetitions.",https://static.exercisedb.dev/media/GaSzzuh.gif,
PQStVXH,Cable Upper Row,STRENGTH,BACK,CABLE,UPPER BACK,BICEPS|SHOULDERS,"Step:1 Attach a straight bar to a cable machine at chest height.|Step:2 Stand facing the machine with your feet shoulder-width apart.|Step:3 Grasp the bar with an overhand grip, hands slightly wider than shoulder-width apart.|Step:4 Keep your back straight and your core engaged.|Step:5 Pull the bar towards your upper chest, squeezing your shoulder blades together.|Step:6 Pause for a moment at the top of the movement.|Step:7 Slowly release the bar back to the starting position.|Step:8 Repeat for the desired number of repetitions.",https://static.exercisedb.dev/media/PQStVXH.gif,
qcY50ZD,Cable Seated Wide-Grip Row,STRENGTH,BACK,CABLE,UPPER BACK,BICEPS|FOREARMS,"Step:1 Sit on the cable row machine with your feet flat on the footrests and your knees slightly bent.|Step:2 Grasp the handle with a wide overhand grip, palms facing down.|Step:3 Keep your back straight and lean slightly forward from the hips.|Step:4 Pull the handle towards your lower chest, squeezing your shoulder blades together.|Step:5 Pause for a moment at the peak of the contraction.|Step:6 Slowly release the handle back to the starting position, fully extending your arms.|Step:7 Repeat for the desired number of repetitions.",https://static.exercisedb.dev/media/qcY50ZD.gif,
GSDioYu,Upper Back Stretch,STRETCHING,BACK,BODY WEIGHT,UPPER BACK,SHOULDERS,"Step:1 Stand up straight with your feet shoulder-width apart.|Step:2 Extend your arms straight in front of you, parallel to the ground.|Step:3 Interlace your fingers and rotate your palms away from your body.|Step:4 Slowly raise your arms overhead, keeping them straight and parallel to each other.|Step:5 As you raise your arms, squeeze your shoulder blades together.|Step:6 Hold the stretch for 15-30 seconds, then release and repeat.",https://static.exercisedb.dev/media/GSDioYu.gif,
MgKwAAo,Cable Rope Extension Incline Bench Row,CARDIO,BACK,CABLE,UPPER BACK,BICEPS|SHOULDERS,"Step:1 Set up an incline bench at a 45-degree angle and attach a cable machine to the low pulley.|Step:2 Attach a rope handle to the cable machine and sit on the incline bench facing the machine.|Step:3 Grab the rope handle with an overhand grip and lean forward, keeping your back straight.|Step:4 Extend your arms fully, pulling the rope towards your upper chest while keeping your elbows close to your body.|Step:5 Squeeze your shoulder blades together at the end of the movement.|Step:6 Slowly release the tension and return to the starting position.|Step:7 Repeat for the desired number of repetitions.",https://static.exercisedb.dev/media/MgKwAAo.gif,
O4oIqQD,Bodyweight Standing One Arm Row (With Towel),STRENGTH,BACK,BODY WEIGHT,UPPER BACK,BICEPS|FOREARMS,"Step:1 Stand with your feet shoulder-width apart, knees slightly bent, and hold a towel with one hand.|Step:2 Bend forward at the hips, keeping your back straight and your core engaged.|Step:3 Pull the towel towards your chest, squeezing your shoulder blades together.|Step:4 Pause for a moment at the top, then slowly lower the towel back to the starting position.|Step:5 Repeat for the desired number of repetitions, then switch to the other arm.",https://static.exercisedb.dev/media/O4oIqQD.gif,
ZIViNh1,Dumbbell Reverse Grip Incline Bench One Arm Row,STRENGTH,BACK,DUMBBELL,UPPER BACK,BICEPS|SHOULDERS,"Step:1 Set up an incline bench at a 45-degree angle.|Step:2 Place a dumbbell on the floor next to the bench.|Step:3 Stand facing the bench with your feet shoulder-width apart.|Step:4 Bend at the waist and place your left knee and left hand on the bench for support.|Step:5 Pick up the dumbbell with your right hand using a reverse grip (palm facing down).|Step:6 Keep your back straight and your core engaged.|Step:7 Pull the dumbbell up towards your chest, keeping your elbow close to your body.|Step:8 Squeeze your back muscles at the top of the movement.|Step:9 Lower the dumbbell back down to the starting position in a controlled manner.|Step:10 Repeat for the desired number of repetitions.|Step:11 Switch sides and repeat the exercise with your left arm.",https://static.exercisedb.dev/media/ZIViNh1.gif,
hbY9wqG,Front Lever Reps,STRENGTH,BACK,BODY WEIGHT,UPPER BACK,CORE|SHOULDERS,"Step:1 Hang from a pull-up bar with an overhand grip, palms facing away from you.|Step:2 Engage your core and pull your shoulder blades down and back.|Step:3 Keeping your body straight, lift your legs up until they are parallel to the ground.|Step:4 Hold this position for as long as you can, aiming for 10-20 seconds.|Step:5 Slowly lower your legs back down to the starting position.|Step:6 Repeat for the desired number of repetitions.",https://static.exercisedb.dev/media/hbY9wqG.gif,
yaAxcQr,Rope Climb,CARDIO,BACK,ROPE,UPPER BACK,FOREARMS|BICEPS|SHOULDERS,"Step:1 Stand facing the rope with your feet shoulder-width apart.|Step:2 Grab the rope with both hands, palms facing towards you.|Step:3 Bend your knees slightly and engage your core.|Step:4 Begin pulling yourself up the rope by alternating hand-over-hand movements.|Step:5 Use your legs to assist in the upward movement.|Step:6 Continue climbing until you reach the desired height or the top of the rope.|Step:7 To descend, reverse the hand-over-hand movement while controlling your descent.|Step:8 Repeat for the desired number of repetitions.",https://static.exercisedb.dev/media/yaAxcQr.gif,
4OaumBr,Suspended Row,STRENGTH,BACK,BODY WEIGHT,UPPER BACK,BICEPS|SHOULDERS,"Step:1 Set up a suspension trainer at an appropriate height.|Step:2 Stand facing the anchor point with your feet shoulder-width apart.|Step:3 Hold the handles with an overhand grip, palms facing each other.|Step:4 Lean back, keeping your body straight and your heels on the ground.|Step:5 Pull your chest towards the handles, squeezing your shoulder blades together.|Step:6 Pause for a moment at the top, then slowly lower yourself back to the starting position.|Step:7 Repeat for the desired number of repetitions.",https://static.exercisedb.dev/media/4OaumBr.gif,
r0z6xzQ,Barbell Pendlay Row,STRENGTH,BACK,BARBELL,UPPER BACK,BICEPS|FOREARMS,"Step:1 Stand with your feet shoulder-width apart and your knees slightly bent.|Step:2 Bend forward at the hips, keeping your back straight and your chest up.|Step:3 Grasp the barbell with an overhand grip, slightly wider than shoulder-width apart.|Step:4 Pull the barbell towards your upper abdomen, squeezing your shoulder blades together.|Step:5 Lower the barbell back down to the starting position.|Step:6 Repeat for the desired number of repetitions.",https://static.exercisedb.dev/media/r0z6xzQ.gif,
Jsgsc27,Barbell One Arm Bent Over Row,STRENGTH,BACK,BARBELL,UPPER BACK,BICEPS|FOREARMS,"Step:1 Stand with your feet shoulder-width apart, knees slightly bent, and hold a barbell with one hand using an overhand grip.|Step:2 Bend forward at the hips, keeping your back straight and your head in a neutral position.|Step:3 Pull the barbell up towards your chest, keeping your elbow close to your body and squeezing your shoulder blades together.|Step:4 Lower the barbell back down to the starting position in a controlled manner.|Step:5 Repeat for the desired number of repetitions, then switch to the other arm.",https://static.exercisedb.dev/media/Jsgsc27.gif,
OIFMAp1,Lever One Arm Lateral High Row,STRENGTH,BACK,LEVERAGE MACHINE,UPPER BACK,BICEPS|SHOULDERS,"Step:1 Adjust the seat height and position yourself facing the machine.|Step:2 Grasp the handle with one hand and keep your back straight.|Step:3 Pull the handle towards your body, keeping your elbow close to your side.|Step:4 Squeeze your back muscles at the top of the movement.|Step:5 Slowly release the handle back to the starting position.|Step:6 Repeat for the desired number of repetitions.",https://static.exercisedb.dev/media/OIFMAp1.gif,
MSfvriJ,Skin The Cat,STRENGTH,BACK,BODY WEIGHT,UPPER BACK,SHOULDERS|CORE,"Step:1 Start by hanging from a bar with your arms fully extended and your body relaxed.|Step:2 Engage your core and lift your legs up, bringing your knees towards your chest.|Step:3 Continue to lift your legs up and over your head, allowing your body to pass through the arms.|Step:4 Once your legs are fully extended over your head, begin to lower them back down towards the starting position.|Step:5 As you lower your legs, allow your body to pass back through the arms until you are hanging with your arms fully extended again.|Step:6 Repeat for the desired number of repetitions.",https://static.exercisedb.dev/media/MSfvriJ.gif,
