name,primaryMuscles,secondaryMuscles,equipment,mechanic,force,movement_pattern,difficulty_level,category,instructions,order_priority,goal_Strength,goal_Muscle,goal_WeightLoss,goal_Endurance,goal_General,Strength_min_reps,Strength_max_reps,Strength_rest_s,Strength_sets,Muscle_min_reps,Muscle_max_reps,Muscle_rest_s,Muscle_sets,WeightLoss_min_reps,WeightLoss_max_reps,WeightLoss_rest_s,WeightLoss_sets,Endurance_min_reps,Endurance_max_reps,Endurance_rest_s,Endurance_sets,General_min_reps,General_max_reps,General_rest_s,General_sets
Barbell Rear Delt Row,shoulders,biceps|lats|middle back,barbell,isolation,pull,horizontal_pull,2,strength,"Stand up straight while holding a barbell using a wide (higher than shoulder width) and overhand (palms facing your body) grip. Bend knees slightly and bend over as you keep the natural arch of your back. Let the arms hang in front of you as they hold the bar. Once your torso is parallel to the floor, flare the elbows out and away from your body. Tip: Your torso and your arms should resemble the letter ""T"". Now you are ready to begin the exercise. While keeping the upper arms perpendicular to the torso, pull the barbell up towards your upper chest as you squeeze the rear delts and you breathe out. Tip: When performed correctly, this exercise should resemble a bench press in reverse. Also, refrain from using your biceps to do the work. Focus on targeting the rear delts; the arms should only act as hooks. Slowly go back to the initial position as you breathe in. Repeat for the recommended amount of repetitions.",5,5,9,7,8,7,6,10,120,3,10,15,60,3,15,25,30,3,20,30,20,2,10,15,60,3
Barbell Rollout from Bench,abdominals,glutes|hamstrings|lats|shoulders,barbell,compound,pull,core_flexion,3,strength,"Place a loaded barbell on the ground, near the end of a bench. Kneel with both legs on the bench, and take a medium to narrow grip on the barbell. This will be your starting position. To begin, extend through the hips to slowly roll the bar forward. As you roll out, flex the shoulder to roll the bar above your head. Ensure that your arms remain extended throughout the movement. When the bar has been moved as far forward as possible, return to the starting position.",2,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3
Barbell Seated Calf Raise,calves,,barbell,isolation,push,calf,2,strength,"Place a block about 12 inches in front of a flat bench. Sit on the bench and place the ball of your feet on the block. Have someone place a barbell over your upper thighs about 3 inches above your knees and hold it there. This will be your starting position. Raise up on your toes as high as possible as you squeeze the calves and as you breathe out. After a second contraction, slowly go back to the starting position. Tip: To get maximum benefit stretch your calves as far as you can. Repeat for the recommended amount of repetitions.",5,5,9,7,8,7,6,10,120,3,10,15,60,3,15,25,30,3,20,30,20,2,10,15,60,3
Barbell Shoulder Press,shoulders,chest|triceps,barbell,compound,push,vertical_push,3,strength,"Sit on a bench with back support in a squat rack. Position a barbell at a height that is just above your head. Grab the barbell with a pronated grip (palms facing forward). Once you pick up the barbell with the correct grip width, lift the bar up over your head by locking your arms. Hold at about shoulder level and slightly in front of your head. This is your starting position. Lower the bar down to the shoulders slowly as you inhale. Lift the bar back up to the starting position as you exhale. Repeat for the recommended amount of repetitions.",2,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3
Barbell Shrug,traps,,barbell,isolation,pull,shoulder_raise,2,strength,Stand up straight with your feet at shoulder width as you hold a barbell with both hands in front of you using a pronated grip (palms facing the thighs). Tip: Your hands should be a little wider than shoulder width apart. You can use wrist wraps for this exercise for a better grip. This will be your starting position. Raise your shoulders up as far as you can go as you breathe out and hold the contraction for a second. Tip: Refrain from trying to lift the barbell by using your biceps. Slowly return to the starting position as you breathe in. Repeat for the recommended amount of repetitions.,5,5,9,7,8,7,6,10,120,3,10,15,60,3,15,25,30,3,20,30,20,2,10,15,60,3
Barbell Shrug Behind The Back,traps,forearms|middle back,barbell,isolation,pull,shoulder_raise,2,strength,Stand up straight with your feet at shoulder width as you hold a barbell with both hands behind your back using a pronated grip (palms facing back). Tip: Your hands should be a little wider than shoulder width apart. You can use wrist wraps for this exercise for better grip. This will be your starting position. Raise your shoulders up as far as you can go as you breathe out and hold the contraction for a second. Tip: Refrain from trying to lift the barbell by using your biceps. The arms should remain stretched out at all times. Slowly return to the starting position as you breathe in. Repeat for the recommended amount of repetitions.,5,5,9,7,8,7,6,10,120,3,10,15,60,3,15,25,30,3,20,30,20,2,10,15,60,3
Barbell Side Bend,abdominals,lower back,barbell,isolation,pull,core_flexion,2,strength,"Stand up straight while holding a barbell placed on the back of your shoulders (slightly below the neck). Your feet should be shoulder width apart. This will be your starting position. While keeping your back straight and your head up, bend only at the waist to the right as far as possible. Breathe in as you bend to the side. Then hold for a second and come back up to the starting position as you exhale. Tip: Keep the rest of the body stationary. Now repeat the movement but bending to the left instead. Hold for a second and come back to the starting position. Repeat for the recommended amount of repetitions.",5,5,9,7,8,7,6,10,120,3,10,15,60,3,15,25,30,3,20,30,20,2,10,15,60,3
Barbell Side Split Squat,quadriceps,calves|hamstrings|lower back,barbell,compound,push,squat,2,strength,"Stand up straight while holding a barbell placed on the back of your shoulders (slightly below the neck). Your feet should be placed wide apart with the foot of the lead leg angled out to the side. This will be your starting position. Lower your body towards the side of your angled foot by bending the knee and hip of your lead leg and while keeping the opposite leg only slightly bent. Breathe in as you lower your body. Return to the starting position by extending the hip and knee of the lead leg. Breathe out as you perform this movement. After performing the recommended amount of reps, repeat the movement with the opposite leg.",2,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3
Barbell Squat,quadriceps,calves|glutes|hamstrings|lower back,barbell,compound,push,squat,2,strength,"This exercise is best performed inside a squat rack for safety purposes. To begin, first set the bar on a rack to just below shoulder level. Once the correct height is chosen and the bar is loaded, step under the bar and place the back of your shoulders (slightly below the neck) across it. Hold on to the bar using both arms at each side and lift it off the rack by first pushing with your legs and at the same time straightening your torso. Step away from the rack and position your legs using a shoulder width medium stance with the toes slightly pointed out. Keep your head up at all times and also maintain a straight back. This will be your starting position. (Note: For the purposes of this discussion we will use the medium stance described above which targets overall development; however you can choose any of the three stances discussed in the foot stances section). Begin to slowly lower the bar by bending the knees and hips as you maintain a straight posture with the head up. Continue down until the angle between the upper leg and the calves becomes slightly less than 90-degrees. Inhale as you perform this portion of the movement. Tip: If you performed the exercise correctly, the front of the knees should make an imaginary straight line with the toes that is perpendicular to the front. If your knees are past that imaginary line (if they are past your toes) then you are placing undue stress on the knee and the exercise has been performed incorrectly. Begin to raise the bar as you exhale by pushing the floor with the heel of your foot as you straighten the legs again and go back to the starting position. Repeat for the recommended amount of repetitions.",2,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3
Barbell Squat To A Bench,quadriceps,calves|glutes|hamstrings|lower back,barbell,compound,push,squat,5,strength,"This exercise is best performed inside a squat rack for safety purposes. To begin, first place a flat bench or a box behind you. The flat bench is used to teach you to set your hips back and to hit depth.  Then, set the bar on a rack that best matches your height. Once the correct height is chosen and the bar is loaded, step under the bar and place the back of your shoulders (slightly below the neck) across it. Hold on to the bar using both arms at each side and lift it off the rack by first pushing with your legs and at the same time straightening your torso. Step away from the rack and position your legs using a shoulder width medium stance with the toes slightly pointed out. Keep your head up at all times as looking down will get you off balance and also maintain a straight back. This will be your starting position. (Note: For the purposes of this discussion we will use the medium stance described above which targets overall development; however you can choose any of the three stances discussed in the foot stances section). Begin to slowly lower the bar by bending the knees and sitting your hips back as you maintain a straight posture with the head up. Continue down until you slightly touch the bench behind you. Inhale as you perform this portion of the movement. Tip: If you performed the exercise correctly, the front of the knees should make an imaginary straight line with the toes that is perpendicular to the front. If your knees are past that imaginary line (if they are past your toes) then you are placing undue stress on the knee and the exercise has been performed incorrectly. Begin to raise the bar as you exhale by pushing the floor with the heel of your foot as you straighten the legs and extend the hips to go back to the starting position. Repeat for the recommended amount of repetitions.",2,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3
