sample_id,type,user_message,model_output
38,regular,"Design a 5-day general training split
[Context] Level: Beginner | Goal: General | Days: 5 | Equipment: barbell,bands,body only,e-z curl bar,exercise ball,cable,other,machine","PLAN:5d ULPPL|General|Beginner|10w
---
D1:Upper[chest,lats,triceps,biceps]59min
1.Lying Triceps Press|3x8-15|60s|C|RPE8|e-z curl bar
2.Cross Over - With Bands|3x8-15|60s|C|RPE7|bands
3.Seated One-Handed Row – Cable|3x8-15|60s|C|RPE7|cable
4.Smith Machine Upright Row|3x8-15|60s|C|RPE8|machine
5.Decline Close-Grip Bench To Skull Crusher|3x8-15|60s|C|RPE6|barbell
6.Reverse Plate Curls|3x10-15|60s|I|RPE8|other
---
D2:Lower[quadriceps,hamstrings,glutes,calves]52min
1.Barbell Side Split Squat|3x8-15|60s|C|RPE7|barbell
2.Prisoner Squat – Bodyweight|3x8-15|60s|C|RPE6|body only
3.Seated Good Mornings|3x8-15|60s|C|RPE8|barbell
4.One-Legged Glute Bridge|3x8-15|60s|C|RPE7|body only
5.Walking Lunge – Barbell|3x8-15|60s|C|RPE7|barbell
6.Step-Up|3x8-15|60s|C|RPE8|body only
---
D3:Push[chest,shoulders,triceps]66min
1.Heavy Bag Thrust|3x8-15|60s|C|RPE6|other
2.Push-Ups With Feet Elevated|3x8-15|60s|C|RPE7|body only
3.Seated Cable Shoulder Press|3x8-15|60s|C|RPE6|cable
4.Push Press - Behind the Neck|3x8-15|60s|C|RPE6|barbell
5.Skull Crusher – Barbell|3x8-15|60s|C|RPE8|barbell
6.Straight Raises on Incline Bench|3x10-15|60s|I|RPE7|barbell
---
D4:Pull[lats,middle back,biceps]58min
1.Low Pulley Row To Neck|3x8-15|60s|C|RPE7|cable
2.Underhand Grip Inverted Row|3x8-15|60s|C|RPE7|body only
3.Towel Pull-Up|3x8-15|60s|C|RPE8|body only
4.Wide-Grip Pulldown Behind The Neck|3x8-15|60s|C|RPE8|cable
5.One-Handed Bayesian Curl – Cable|3x10-15|60s|I|RPE8|cable
6.Straight-Arm Pulldown|3x10-15|60s|I|RPE7|cable
---
D5:Legs[quadriceps,hamstrings,glutes,calves]52min
1.Barbell Hack Squat|3x8-15|60s|C|RPE6|barbell
2.Side Hop-Sprint|3x8-15|60s|C|RPE6|other
3.Rack Pull|3x8-15|60s|C|RPE6|barbell
4.Pull Through|3x8-15|60s|C|RPE7|cable
5.Shallow Lunge – Bodyweight|3x8-15|60s|C|RPE7|body only
6.Bodyweight Walking Lunge|3x8-15|60s|C|RPE6|body only
---
PROG:Double progression: reps then weight
DELOAD:Week 10: reduce volume 40%, keep intensity"
39,regular,"Design a 3-day weightloss training split
[Context] Level: Intermediate | Goal: WeightLoss | Days: 3 | Injuries: knee(moderate,5/10),upper_back(moderate,5/10) | Equipment: cable,barbell,other,machine,body only","PLAN:3d Push/Pull/Legs|WeightLoss|Intermediate|6w
INJ:knee(moderate,5/10):use leg press or machines instead of squats;upper_back(moderate,5/10):use machines for back work
---
D1:Push[chest,shoulders,triceps]52min
1.Leverage Incline Chest Press|3x12-20|45s|C|RPE9|machine
2.Pushups|3x12-20|45s|C|RPE7|body only
3.Clean and Press|3x12-20|45s|C|RPE10|barbell
4.Push Press|3x12-20|45s|C|RPE9|barbell
5.Triceps Pushdown - V-Bar Attachment|3x15-25|30s|I|RPE7|cable
6.Cable Rear Delt Fly|3x15-25|30s|I|RPE8|cable
---
D2:Pull[lats,middle back,biceps]68min
1.V-Bar Pullup|3x12-20|45s|C|RPE10|body only|*LIGHT
2.Towel Pull-Up|3x12-20|45s|C|RPE9|body only|*LIGHT
3.One-Handed Plate Wrist Curl|3x15-25|30s|I|RPE7|body only
4.Rope Climb|3x12-20|45s|C|RPE10|other|*LIGHT
5.One Arm Chin-Up|3x12-20|45s|C|RPE10|other|*LIGHT
6.Cable Curl – Bar|3x15-25|30s|I|RPE8|cable
---
D3:Legs[quadriceps,hamstrings,glutes,calves]45min
1.Clean Deadlift|3x12-20|45s|C|RPE9|barbell|*LIGHT
2.Wide Stance Stiff Legs|3x12-20|45s|C|RPE10|barbell|*LIGHT
3.Barbell Seated Calf Raise|3x15-25|30s|I|RPE8|barbell|*LIGHT
4.Side Bridge|3x12-20|45s|C|RPE8|body only
5.Conan's Wheel|3x12-20|45s|C|RPE7|other|*LIGHT
6.Muscle Snatch|3x12-20|45s|C|RPE8|barbell|*LIGHT
---
PROG:Add 2.5-5% weight when hitting top reps
DELOAD:Week 6: reduce volume 40%, keep intensity"
40,regular,"Create a 5-day muscle program
[Context] Level: Beginner | Goal: Muscle | Days: 5 | Equipment: cable,kettlebells,medicine ball,e-z curl bar,dumbbell,bands,machine,barbell","PLAN:5d Bro Split|Muscle|Beginner|8w
---
D1:Chest[chest,triceps]66min
1.Single-Arm Cable Crossover|3x10-15|60s|I|RPE8|cable
2.Cable Iron Cross|3x10-15|60s|I|RPE8|cable
3.Decline Dumbbell Triceps Extension|3x10-15|60s|I|RPE8|dumbbell
4.Extended Range One-Arm Kettlebell Floor Press|3x8-12|90s|C|RPE8|kettlebells
5.Rolling Push-Up – Medicine Ball|3x8-12|90s|C|RPE7|medicine ball
---
D2:Back[lats,middle back,biceps]54min
1.Bent Over Dumbbell Rear Delt Raise With Head On Bench|3x10-15|60s|I|RPE8|dumbbell
2.Incline Bench Pull|3x10-15|60s|I|RPE8|barbell
3.Rope Straight-Arm Pulldown|3x10-15|60s|I|RPE8|cable
4.Bent-Arm Barbell Pullover|3x10-15|60s|I|RPE7|barbell
5.Palms-Down Wrist Curl Over A Bench|3x10-15|60s|I|RPE8|barbell
6.Underhand Grip Inverted Row|3x8-12|90s|C|RPE8|body only
---
D3:Shoulders[shoulders,abdominals]42min
1.Machine Shoulder (Military) Press|3x8-12|90s|C|RPE8|machine
2.Z Press – Barbell|3x8-12|90s|C|RPE7|barbell
3.Shrug – Barbell|3x10-15|60s|I|RPE8|barbell
4.Hanging Knee Raise|3x10-15|60s|I|RPE6|body only
5.One-Handed Standing Chest Fly – Cable|3x10-15|60s|I|RPE7|cable
6.Side Bridge|3x8-12|90s|C|RPE8|body only
---
D4:Legs[quadriceps,hamstrings,glutes,calves]57min
1.Double Leg Butt Kick|3x8-12|90s|C|RPE6|body only
2.Narrow Stance Hack Squats|3x8-12|90s|C|RPE6|machine
3.Single Leg Glute Bridge|3x10-15|60s|I|RPE7|body only
4.Glute Kickback – Machine|3x10-15|60s|I|RPE7|machine
5.Lunge Pass Through|3x8-12|90s|C|RPE7|kettlebells
6.Single-Arm Front Rack Contralateral Walking Lunge – Kettlebell|3x8-12|90s|C|RPE6|kettlebells
---
D5:Arms[biceps,triceps,forearms]63min
1.Incline Inner Biceps Curl|3x10-15|60s|I|RPE6|dumbbell
2.Standing Dumbbell Triceps Extension|3x10-15|60s|I|RPE7|dumbbell
3.Side Laterals to Front Raise|3x10-15|60s|I|RPE6|dumbbell
4.One-Handed Bayesian Curl – Cable|3x10-15|60s|I|RPE8|cable
5.Decline Close-Grip Bench To Skull Crusher|3x8-12|90s|C|RPE7|barbell
6.Forearm Twist – Dumbbell|3x10-15|60s|I|RPE7|dumbbell
---
PROG:Increase reps before adding weight
DELOAD:Week 8: reduce volume 40%, keep intensity"
41,regular,"Generate a 4-day strength workout plan
[Context] Level: Intermediate | Goal: Strength | Days: 4 | Injuries: knee(moderate,6/10) | Equipment: cable,body only,medicine ball,bands,dumbbell,e-z curl bar","PLAN:4d Upper/Lower|Strength|Intermediate|10w
INJ:knee(moderate,6/10):use leg press or machines instead of squats
---
D1:Upper A[chest,lats,triceps,biceps]62min
1.Incline Push-Up|4x3-6|180s|C|RPE7|body only
2.Push-Ups With Feet Elevated|4x3-6|180s|C|RPE10|body only
3.Upright Row - With Bands|4x3-6|180s|C|RPE9|bands
4.Kneeling High Pulley Row|4x3-6|180s|C|RPE10|cable
5.Skull Crusher – Dumbbell|4x3-6|180s|C|RPE8|dumbbell
6.Cable Hammer Curls - Rope Attachment|3x6-10|120s|I|RPE8|cable
---
D2:Lower A[quadriceps,hamstrings,calves,abdominals]44min
1.Seated Half Good Morning – Band|4x3-6|180s|C|RPE8|bands
2.Hip Hinge – Band|4x3-6|180s|C|RPE10|bands|*LIGHT
3.Calf Raises - With Bands|3x6-10|120s|I|RPE7|bands|*LIGHT
4.Dead Bug|4x3-6|180s|C|RPE8|body only
5.Hip Flexion with Band|4x3-6|180s|C|RPE7|bands|*LIGHT
6.Band Good Morning (Pull Through)|4x3-6|180s|C|RPE9|bands|*LIGHT
---
D3:Upper B[shoulders,middle back,biceps]45min
1.Push Press – Dumbbell|4x3-6|180s|C|RPE7|dumbbell
2.Seated Dumbbell Press|4x3-6|180s|C|RPE7|dumbbell
3.Underhand Cable Pulldowns|4x3-6|180s|C|RPE8|cable
4.Pullups|4x3-6|180s|C|RPE10|body only
5.Dumbbell Incline Shoulder Raise|3x6-10|120s|I|RPE8|dumbbell
6.Curl – Dumbbell|3x6-10|120s|I|RPE9|dumbbell
---
D4:Lower B[hamstrings,glutes,quadriceps,calves]63min
1.Deadlift – Trap Bar High Handles|4x3-6|180s|C|RPE7|body only|*LIGHT
2.Seated Half Good Morning – Band|4x3-6|180s|C|RPE8|bands
3.Standing Dumbbell Calf Raise|3x6-10|120s|I|RPE10|dumbbell|*LIGHT
4.Runner's 5|4x3-6|180s|C|RPE8|body only|*LIGHT
5.Glute Kickback|3x6-10|120s|I|RPE10|body only
6.Single-Leg Romanian Deadlift Jump|4x3-6|180s|C|RPE9|body only|*LIGHT
---
PROG:Add 1 rep per set each week
DELOAD:Week 10: reduce volume 40%, keep intensity"
42,injury,"Adjust training for upper_back issue
[Context] Level: Beginner | Goal: General | Days: 4 | Injury: upper_back(moderate,6/10) | Body fat: 31.3%(obese) | Equipment: kettlebells,other,dumbbell,exercise ball,barbell,bands","PLAN:4d PPLA|General|Beginner|10w
INJ:upper_back(moderate,6/10):use machines for back work
FB:much harder pref,rating 4.1,46 sessions
---
D1:Push[chest,shoulders,triceps]50min
1.Close-Grip Push-Up off of a Dumbbell|3x8-15|60s|C|RPE8|dumbbell
2.Decline Barbell Bench Press|3x8-15|60s|C|RPE7|barbell
3.Battling Ropes|3x8-15|60s|C|RPE8|other
4.One-Arm Kettlebell Push Press|3x8-15|60s|C|RPE8|kettlebells
5.Standing Overhead Barbell Triceps Extension|3x10-15|60s|I|RPE8|barbell
6.Pushups|3x8-15|60s|C|RPE6|body only
---
D2:Pull[lats,middle back,biceps]48min
1.London Bridges|3x8-15|60s|C|RPE7|other|*LIGHT
2.Weighted Pull Ups|3x8-15|60s|C|RPE8|other|*LIGHT
3.Hammer Curl – Dumbbell|3x10-15|60s|I|RPE7|dumbbell
4.Towel Pull-Up|3x8-15|60s|C|RPE7|body only|*LIGHT
5.Middle Back Shrug|3x10-15|60s|I|RPE6|dumbbell|*LIGHT
6.Preacher Curl|3x10-15|60s|I|RPE7|barbell
---
D3:Legs[quadriceps,hamstrings,glutes,calves]65min
1.Squat with Bands|3x8-15|60s|C|RPE6|barbell
2.Freehand Jump Squat|3x8-15|60s|C|RPE7|body only
3.Stiff-Legged Deadlift – Barbell|3x8-15|60s|C|RPE8|barbell
4.Lying Hamstring Bridge|3x8-15|60s|C|RPE7|body only
5.One-Handed Suitcase Walking Lunge – Dumbbell|3x8-15|60s|C|RPE8|dumbbell
6.Dumbbell Rear Lunge|3x8-15|60s|C|RPE7|dumbbell
---
D4:Arms + Abs[biceps,triceps,shoulders,abdominals]65min
1.Curl – Barbell|3x10-15|60s|I|RPE6|barbell
2.Skull Crusher – Dumbbell|3x8-15|60s|C|RPE8|dumbbell
3.Front Raise – Dumbbell|3x10-15|60s|I|RPE7|dumbbell
4.Feet-Elevated Oblique Crunch – Stability Ball|3x8-15|60s|C|RPE6|exercise ball
5.Two-Arm Dumbbell Preacher Curl|3x10-15|60s|I|RPE6|dumbbell
6.Tate Press|3x8-15|60s|C|RPE8|dumbbell
---
PROG:Double progression: reps then weight
DELOAD:Week 10: reduce volume 40%, keep intensity"
43,regular,"Build a 4 day general routine
[Context] Level: Advanced | Goal: General | Days: 4 | Body fat: 19.1% (normal) | Muscle mass: 36.9kg (average) | Equipment: medicine ball,dumbbell,bands,other,machine,body only","PLAN:4d Upper/Lower|General|Advanced|10w
---
D1:Upper A[chest,lats,triceps,biceps]69min
1.Close-Grip Push-Up off of a Dumbbell|3x8-15|60s|C|RPE9|dumbbell
2.Bench Dips|3x8-15|60s|C|RPE9|body only
3.Smith Machine One-Arm Upright Row|3x8-15|60s|C|RPE8|machine
4.Supine One-Arm Overhead Throw|3x8-15|60s|C|RPE9|medicine ball
5.Seated Bent-Over One-Arm Dumbbell Triceps Extension|3x10-15|60s|I|RPE8|dumbbell
6.Curl – Dumbbell|3x10-15|60s|I|RPE8|dumbbell
---
D2:Lower A[quadriceps,hamstrings,calves,abdominals]49min
1.Tire Flip|3x8-15|60s|C|RPE9|other
2.Front Rack Knee Over Toe Split Squat – Dumbbell|3x8-15|60s|C|RPE8|dumbbell
3.Dumbbell Clean|3x8-15|60s|C|RPE7|dumbbell
4.Deadlift – Trap Bar High Handles|3x8-15|60s|C|RPE9|body only
5.Calf Raise On A Dumbbell|3x10-15|60s|I|RPE7|dumbbell
6.Russian Twist|3x8-15|60s|C|RPE8|body only
---
D3:Upper B[shoulders,middle back,biceps]60min
1.Dumbbell One-Arm Shoulder Press|3x8-15|60s|C|RPE10|dumbbell
2.See-Saw Press (Alternating Side Press)|3x8-15|60s|C|RPE8|dumbbell
3.Rope Climb|3x8-15|60s|C|RPE7|other
4.Overhead Slam|3x8-15|60s|C|RPE10|medicine ball
5.Alternating Deltoid Raise|3x10-15|60s|I|RPE10|dumbbell
6.Concentration Curl|3x10-15|60s|I|RPE7|body only
---
D4:Lower B[hamstrings,glutes,quadriceps,calves]57min
1.Keg Load|3x8-15|60s|C|RPE7|other
2.Hip Thrust – Band|3x8-15|60s|C|RPE8|bands
3.Box Step-Up|3x8-15|60s|C|RPE10|body only
4.Bodyweight Walking Lunge|3x8-15|60s|C|RPE8|body only
5.Lying Machine Squat|3x8-15|60s|C|RPE8|machine
6.Hack Squat – Machine|3x8-15|60s|C|RPE7|machine
---
PROG:Linear periodization: reduce reps weekly
DELOAD:Every 5 weeks: half volume"
44,regular,"Build a 3 day strength routine
[Context] Level: Intermediate | Goal: Strength | Days: 3 | Body fat: 33.9% (obese) | Muscle mass: 25.0kg (low) | Injuries: wrist(moderate,5/10) | Equipment: bands,machine,barbell,exercise ball,body only,dumbbell","PLAN:3d Full Body x3|Strength|Intermediate|12w
INJ:wrist(moderate,5/10):use machines or cables instead of free weights
---
D1:Full Body A[chest,lats,quadriceps,abdominals]61min
1.Towel Pull-Up|4x3-6|180s|C|RPE7|body only|*LIGHT
2.Chin-Up|4x3-6|180s|C|RPE9|body only
3.Barbell Hack Squat|4x3-6|180s|C|RPE10|barbell
4.Squat – Box|4x3-6|180s|C|RPE8|body only
5.Decline Reverse Crunch|4x3-6|180s|C|RPE9|body only
6.Smith Machine Decline Press|4x3-6|180s|C|RPE7|machine
---
D2:Full Body B[shoulders,middle back,hamstrings,biceps]50min
1.Jerk Balance|4x3-6|180s|C|RPE10|barbell
2.Clean and Press|4x3-6|180s|C|RPE7|barbell
3.Upright Row - With Bands|4x3-6|180s|C|RPE10|bands
4.One-Arm Dumbbell Row|4x3-6|180s|C|RPE9|dumbbell
5.Rack Pull|4x3-6|180s|C|RPE10|barbell
6.Deadlift with Bands|4x3-6|180s|C|RPE9|barbell
---
D3:Full Body C[chest,lats,glutes,triceps]63min
1.Bent Over Two-Dumbbell Row|4x3-6|180s|C|RPE8|dumbbell
2.Row – Dumbbell|4x3-6|180s|C|RPE9|dumbbell
3.Barbell Step Ups|4x3-6|180s|C|RPE10|barbell
4.Dumbbell Lunges|4x3-6|180s|C|RPE8|dumbbell
5.Skull Crusher – Dumbbell|4x3-6|180s|C|RPE9|dumbbell
6.Burpee|4x3-6|180s|C|RPE8|body only
---
PROG:Add 2.5-5% weight when hitting top reps
DELOAD:Every 6 weeks: half volume"
45,regular,"Build a 3 day strength routine
[Context] Level: Beginner | Goal: Strength | Days: 3 | Equipment: medicine ball,dumbbell,other,body only,barbell,machine","PLAN:3d Push/Pull/Legs|Strength|Beginner|8w
---
D1:Push[chest,shoulders,triceps]48min
1.Smith Machine Close-Grip Bench Press|4x3-6|180s|C|RPE7|machine
2.Pushups|4x3-6|180s|C|RPE6|body only
3.Clean and Press|4x3-6|180s|C|RPE8|barbell
4.Return Push from Stance|4x3-6|180s|C|RPE6|medicine ball
5.Skull Crusher – Dumbbell|4x3-6|180s|C|RPE7|dumbbell
6.Leverage Shrug|3x6-10|120s|I|RPE8|machine
---
D2:Pull[lats,middle back,biceps]45min
1.Sled Row|4x3-6|180s|C|RPE7|other
2.Row – Barbell|4x3-6|180s|C|RPE8|barbell
3.Kipping Muscle Up|4x3-6|180s|C|RPE6|other
4.Pullups|4x3-6|180s|C|RPE7|body only
5.Close-Grip EZ Bar Curl|3x6-10|120s|I|RPE8|barbell
6.Row – Dumbbell|4x3-6|180s|C|RPE6|dumbbell
---
D3:Legs[quadriceps,hamstrings,glutes,calves]57min
1.Snatch Balance|4x3-6|180s|C|RPE7|barbell
2.Bodyweight Squat|4x3-6|180s|C|RPE7|body only
3.Car Deadlift|4x3-6|180s|C|RPE7|other
4.Single-Leg Romanian Deadlift Jump|4x3-6|180s|C|RPE8|body only
5.Dumbbell Step Ups|4x3-6|180s|C|RPE6|dumbbell
6.One-Handed Suitcase Walking Lunge – Dumbbell|4x3-6|180s|C|RPE6|dumbbell
---
PROG:Linear periodization: reduce reps weekly
DELOAD:Week 8: active recovery only"
46,regular,"Build a 6 day strength routine
[Context] Level: Advanced | Goal: Strength | Days: 6 | Body fat: 5.6% (lean) | Muscle mass: 28.0kg (average) | Injuries: upper_back(mild,2/10) | Equipment: medicine ball,machine,barbell,dumbbell,bands,other,body only","PLAN:6d PPL x2|Strength|Advanced|12w
INJ:upper_back(mild,2/10):limit rowing volume
---
D1:Push A[chest,shoulders,triceps]62min
1.JM Press|4x3-6|180s|C|RPE7|barbell
2.Push-Up Against Wall|4x3-6|180s|C|RPE7|body only
3.Battling Ropes|4x3-6|180s|C|RPE8|other
4.Seated Shoulder Press – Barbell|4x3-6|180s|C|RPE7|barbell
5.Skull Crusher – Dumbbell|4x3-6|180s|C|RPE9|dumbbell
6.Standing Dumbbell Straight-Arm Front Delt Raise Above Head|3x6-10|120s|I|RPE9|dumbbell
---
D2:Pull A[lats,middle back,biceps]60min
1.Upright Barbell Row|4x3-6|180s|C|RPE7|barbell
2.Upright Row - With Bands|4x3-6|180s|C|RPE7|bands|*MONITOR
3.Band Assisted Pull-Up|4x3-6|180s|C|RPE9|bands|*MONITOR
4.One Arm Chin-Up|4x3-6|180s|C|RPE7|other|*MONITOR
5.Cross Body Hammer Curl|3x6-10|120s|I|RPE9|dumbbell
6.Catch and Overhead Throw|4x3-6|180s|C|RPE8|medicine ball|*MONITOR
---
D3:Legs A[quadriceps,hamstrings,glutes,calves]42min
1.Speed Squats|4x3-6|180s|C|RPE9|barbell
2.Weighted Squat|4x3-6|180s|C|RPE10|other
3.Power Clean|4x3-6|180s|C|RPE10|barbell
4.Split Snatch|4x3-6|180s|C|RPE9|barbell
5.Dumbbell Lunges|4x3-6|180s|C|RPE7|dumbbell
6.Lunge Sprint|4x3-6|180s|C|RPE8|machine
---
D4:Push B[chest,shoulders,triceps]66min
1.Decline Barbell Bench Press|4x3-6|180s|C|RPE9|barbell
2.Around The Worlds|4x3-6|180s|C|RPE8|dumbbell
3.Return Push from Stance|4x3-6|180s|C|RPE7|medicine ball
4.Shoulder Press - With Bands|4x3-6|180s|C|RPE9|bands
5.Skull Crusher – Dumbbell|4x3-6|180s|C|RPE8|dumbbell
6.Smith Incline Shoulder Raise|3x6-10|120s|I|RPE10|barbell
---
D5:Pull B[middle back,lats,biceps]49min
1.Mixed Grip Chin|4x3-6|180s|C|RPE10|other|*MONITOR
2.Meadows Row|4x3-6|180s|C|RPE9|body only|*MONITOR
3.Pullups|4x3-6|180s|C|RPE9|body only|*MONITOR
4.Weighted Pull Ups|4x3-6|180s|C|RPE7|other|*MONITOR
5.Incline Curl – Dumbbell|3x6-10|120s|I|RPE8|dumbbell
6.Bent Over Barbell Row|4x3-6|180s|C|RPE7|barbell|*MONITOR
---
D6:Legs B[hamstrings,glutes,calves]59min
1.Seated Good Morning – Barbell|4x3-6|180s|C|RPE7|barbell
2.Seated Good Mornings|4x3-6|180s|C|RPE7|barbell
3.Walking Lunge – Barbell|4x3-6|180s|C|RPE10|barbell
4.Step-Up|4x3-6|180s|C|RPE9|body only
5.Seated Band Hamstring Curl|3x6-10|120s|I|RPE10|bands
6.Standing Barbell Calf Raise|3x6-10|120s|I|RPE9|barbell
---
PROG:Add 1 rep per set each week
DELOAD:Week 12: reduce volume 40%, keep intensity"
47,regular,"Plan a 6 day weightloss workout routine
[Context] Level: Advanced | Goal: WeightLoss | Days: 6 | Body fat: 21.4% (normal) | Muscle mass: 37.9kg (average) | Injuries: upper_back(mild,1/10),lower_back(moderate,5/10) | Feedback: harder difficulty, rating 4.6, 37 sessions done | Equipment: machine,exercise ball,e-z curl bar,dumbbell,kettlebells,body only","PLAN:6d PPL x2|WeightLoss|Advanced|10w
INJ:upper_back(mild,1/10):limit rowing volume;lower_back(moderate,5/10):replace free weight hinges with machines
FB:harder pref,rating 4.6,37 sessions
---
D1:Push A[chest,shoulders,triceps]43min
1.Chest Fly – Machine|3x15-25|30s|I|RPE10|machine
2.Extended Range One-Arm Kettlebell Floor Press|3x12-20|45s|C|RPE10|kettlebells
3.Alternating Single-Arm Dead Clean to Push Press – Kettlebell|3x12-20|45s|C|RPE8|kettlebells|*LIGHT
4.One-Arm Kettlebell Jerk|3x12-20|45s|C|RPE7|kettlebells
5.Tricep Dumbbell Kickback|3x15-25|30s|I|RPE7|dumbbell
6.Lying One-Arm Lateral Raise|3x15-25|30s|I|RPE10|dumbbell
---
D2:Pull A[lats,middle back,biceps]40min
1.Kettlebell Sumo High Pull|3x12-20|45s|C|RPE8|kettlebells|*MONITOR
2.One-Arm Kettlebell Row|3x12-20|45s|C|RPE9|kettlebells|*MONITOR
3.Towel Pull-Up|3x12-20|45s|C|RPE9|body only|*MONITOR
4.V-Bar Pullup|3x12-20|45s|C|RPE9|body only|*MONITOR
5.Seated Dumbbell Curl|3x15-25|30s|I|RPE10|dumbbell
6.Isometric Pull-Up Hold|3x15-25|30s|I|RPE9|body only|*MONITOR
---
D3:Legs A[quadriceps,hamstrings,glutes,calves]50min
1.Double Leg Butt Kick|3x12-20|45s|C|RPE7|body only
2.Fast Skipping|3x12-20|45s|C|RPE8|body only
3.Kettlebell Turkish Get-Up (Lunge style)|3x12-20|45s|C|RPE9|kettlebells
4.Lunge Pass Through|3x12-20|45s|C|RPE8|kettlebells|*LIGHT
5.Dumbbell Seated One-Leg Calf Raise|3x15-25|30s|I|RPE7|dumbbell
6.Standing Bicycle Crunch|3x12-20|45s|C|RPE8|body only
---
D4:Push B[chest,shoulders,triceps]69min
1.Bench Press – Smith Machine|3x12-20|45s|C|RPE9|machine
2.Incline Dumbbell Press|3x12-20|45s|C|RPE9|dumbbell
3.Kettlebell Seated Press|3x12-20|45s|C|RPE7|kettlebells
4.One-Arm Kettlebell Military Press To The Side|3x12-20|45s|C|RPE9|kettlebells
5.Lying Dumbbell Tricep Extension|3x15-25|30s|I|RPE10|dumbbell
6.Standing Dumbbell Straight-Arm Front Delt Raise Above Head|3x15-25|30s|I|RPE9|dumbbell
---
D5:Pull B[middle back,lats,biceps]59min
1.One-Arm Dumbbell Row|3x12-20|45s|C|RPE9|dumbbell|*MONITOR
2.Seated Row – Machine|3x12-20|45s|C|RPE7|machine|*MONITOR
3.Pull-Up|3x12-20|45s|C|RPE8|body only|*MONITOR
4.Wide-Grip Rear Pull-Up|3x12-20|45s|C|RPE9|body only|*MONITOR
5.Curl – Dumbbell|3x15-25|30s|I|RPE8|dumbbell
6.Alternating Renegade Row|3x12-20|45s|C|RPE9|kettlebells|*MONITOR
---
D6:Legs B[hamstrings,glutes,calves]60min
1.Box Step-Up|3x12-20|45s|C|RPE8|body only|*LIGHT
2.Dumbbell Lunges|3x12-20|45s|C|RPE10|dumbbell
3.Ball Leg Curl|3x15-25|30s|I|RPE8|exercise ball|*LIGHT
4.Standing Calf Raises|3x15-25|30s|I|RPE8|machine
5.Linear Acceleration Wall Drill|3x12-20|45s|C|RPE9|body only|*LIGHT
6.One-Handed Overhead Contralateral Step-Up – Dumbbell|3x12-20|45s|C|RPE8|dumbbell|*LIGHT
---
PROG:Increase reps before adding weight
DELOAD:Week 10: reduce volume 40%, keep intensity"
48,injury,"Need workout plan with upper_back stiffness
[Context] Level: Intermediate | Goal: Strength | Days: 3 | Injury: upper_back(severe,9/10) | Body fat: 17.5%(normal) | Equipment: kettlebells,cable,other,medicine ball,e-z curl bar,exercise ball","PLAN:3d Push/Pull/Legs|Strength|Intermediate|10w
INJ:upper_back(severe,9/10):skip heavy pulling movements
---
D1:Push[chest,shoulders,triceps]45min
1.Plyo Push-up|4x3-6|180s|C|RPE9|body only
2.Chest Push from 3 point stance|4x3-6|180s|C|RPE8|medicine ball
3.Standing Alternating Dumbbell Press|4x3-6|180s|C|RPE10|dumbbell
4.Kettlebell Thruster|4x3-6|180s|C|RPE8|kettlebells
5.Skull Crusher – Barbell|4x3-6|180s|C|RPE7|barbell
6.Front Plate Raise|3x6-10|120s|I|RPE9|other
---
D2:Pull[lats,middle back,biceps]54min
1.Bottoms-Up Clean From The Hang Position|4x3-6|180s|C|RPE7|kettlebells
2.Single-Arm Hang – Rings|4x3-6|180s|C|RPE9|body only|*MODIFIED
3.Middle Back Shrug|3x6-10|120s|I|RPE8|dumbbell|*MODIFIED
4.Close-Grip EZ Bar Curl|3x6-10|120s|I|RPE8|barbell
---
D3:Legs[quadriceps,hamstrings,glutes,calves]49min
1.Zercher Squats|4x3-6|180s|C|RPE9|barbell
2.Barbell Hack Squat|4x3-6|180s|C|RPE7|barbell
3.Lying Hamstring Bridge|4x3-6|180s|C|RPE8|body only
4.Trap Bar Deadlift|4x3-6|180s|C|RPE7|other
5.Elevated Back Lunge|4x3-6|180s|C|RPE10|barbell
6.Dumbbell Rear Lunge|4x3-6|180s|C|RPE9|dumbbell
---
PROG:Add 1 rep per set each week
DELOAD:Week 10: reduce volume 40%, keep intensity"
